;office_name;county_id;candidate_name;party_affiliation;county_num_precincts_reporting;county_total_num_precincts_voting;candidate_votes;candidate_percent_vote
769;COUNTY COMMISSIONER DISTRICT 1;56;SYD G NELSON                                   ;NP;91;91;3632;62.72
770;COUNTY COMMISSIONER DISTRICT 1;56;JAMES OSTERFELD                                ;NP;91;91;2151;37.14
771;COUNTY COMMISSIONER DISTRICT 1;56;WRITE IN                                       ;WI;91;91;8;0.14
772;COUNTY COMMISSIONER DISTRICT 3;56;CLEMENT M HENDRICKSON                          ;NP;91;91;997;20.24
773;COUNTY COMMISSIONER DISTRICT 3;56;DENNIS R MOSHER                                ;NP;91;91;3916;79.48
774;COUNTY COMMISSIONER DISTRICT 3;56;WRITE IN                                       ;WI;91;91;14;0.28
775;COUNTY COMMISSIONER DISTRICT 5;56;MEL O OLSON                                    ;NP;91;91;2273;42.49
776;COUNTY COMMISSIONER DISTRICT 5;56;BOB BLOCK                                      ;NP;91;91;3052;57.05
777;COUNTY COMMISSIONER DISTRICT 5;56;WRITE IN                                       ;WI;91;91;25;0.47
778;SOIL AND WATER SUPERVISOR DISTRICT 1;56;GARY L CRUFF                                   ;NP;91;91;8907;99.45
779;SOIL AND WATER SUPERVISOR DISTRICT 1;56;WRITE IN                                       ;WI;91;91;49;0.55
780;SOIL AND WATER SUPERVISOR DISTRICT 4;56;GARY L. ZEISE                                  ;NP;91;91;8986;99.44
781;SOIL AND WATER SUPERVISOR DISTRICT 4;56;WRITE IN                                       ;WI;91;91;51;0.56
782;SOIL AND WATER SUPERVISOR DISTRICT 5;56;STEVE INWARDS                                  ;NP;91;91;8881;99.52
783;SOIL AND WATER SUPERVISOR DISTRICT 5;56;WRITE IN                                       ;WI;91;91;43;0.48
784;SOIL AND WATER SUPERVISOR DISTRICT 3;56;ROD WENSTROM                                   ;NP;91;91;14285;99.57
785;SOIL AND WATER SUPERVISOR DISTRICT 3;56;WRITE IN                                       ;WI;91;91;62;0.43
786;SOIL AND WATER SUPERVISOR DISTRICT 4;56;CLIFFORD KELLER                                ;NP;91;91;13960;99.45
787;SOIL AND WATER SUPERVISOR DISTRICT 4;56;WRITE IN                                       ;WI;91;91;77;0.55
788;SOIL AND WATER SUPERVISOR DISTRICT 5;56;RICHARD B VIGER                                ;NP;91;91;13936;99.6
789;SOIL AND WATER SUPERVISOR DISTRICT 5;56;WRITE IN                                       ;WI;91;91;56;0.4
790;COUNTY COMMISSIONER DISTRICT 1;57;DONALD J JENSEN                                ;NP;34;34;765;60.19
791;COUNTY COMMISSIONER DISTRICT 1;57;MILTON BURSTAD                                 ;NP;34;34;502;39.5
792;COUNTY COMMISSIONER DISTRICT 1;57;WRITE IN                                       ;WI;34;34;4;0.31
793;COUNTY COMMISSIONER DISTRICT 3;57;JIM EFTELAND                                   ;NP;34;34;452;35.4
794;COUNTY COMMISSIONER DISTRICT 3;57;CHARLES NAPLIN                                 ;NP;34;34;823;64.45
795;COUNTY COMMISSIONER DISTRICT 3;57;WRITE IN                                       ;WI;34;34;2;0.16
796;COUNTY COMMISSIONER DISTRICT 5;57;JOHN WOLBECK                                   ;NP;34;34;518;34.6
797;COUNTY COMMISSIONER DISTRICT 5;57;OLIVER "SKIP" SWANSON                          ;NP;34;34;977;65.26
798;COUNTY COMMISSIONER DISTRICT 5;57;WRITE IN                                       ;WI;34;34;2;0.13
799;SOIL AND WATER SUPERVISOR DISTRICT 1;57;RAYMOND S OLSON                                ;NP;34;34;5197;99.52
800;SOIL AND WATER SUPERVISOR DISTRICT 1;57;WRITE IN                                       ;WI;34;34;25;0.48
801;SOIL AND WATER SUPERVISOR DISTRICT 4;57;LINDA HANSON                                   ;NP;34;34;5129;99.61
802;SOIL AND WATER SUPERVISOR DISTRICT 4;57;WRITE IN                                       ;WI;34;34;20;0.39
803;SOIL AND WATER SUPERVISOR DISTRICT 5;57;GREG HILGEMAN                                  ;NP;34;34;5026;99.51
804;SOIL AND WATER SUPERVISOR DISTRICT 5;57;WRITE IN                                       ;WI;34;34;25;0.49
805;COUNTY QUESTION 1;58;YES                                            ;NP;47;47;2889;22.16
806;COUNTY QUESTION 1;58;NO                                             ;NP;47;47;10149;77.84
807;COUNTY COMMISSIONER DISTRICT 2;58;ED MONTBRIAND                                  ;NP;47;47;1266;46.73
808;COUNTY COMMISSIONER DISTRICT 2;58;ALAN HANCOCK                                   ;NP;47;47;1433;52.9
809;COUNTY COMMISSIONER DISTRICT 2;58;WRITE IN                                       ;WI;47;47;10;0.37
810;COUNTY COMMISSIONER DISTRICT 4;58;FRANK SKAFF                                    ;NP;47;47;1213;45.28
811;COUNTY COMMISSIONER DISTRICT 4;58;GREG BENNETT                                   ;NP;47;47;1458;54.42
812;COUNTY COMMISSIONER DISTRICT 4;58;WRITE IN                                       ;WI;47;47;8;0.3
813;COUNTY COMMISSIONER DISTRICT 5;58;LARRY SEEK                                     ;NP;47;47;626;36
814;COUNTY COMMISSIONER DISTRICT 5;58;HOWARD THOMSEN                                 ;NP;47;47;1104;63.48
815;COUNTY COMMISSIONER DISTRICT 5;58;WRITE IN                                       ;WI;47;47;9;0.52
816;SOIL AND WATER SUPERVISOR DISTRICT 1;58;WRITE IN                                       ;WI;47;47;245;100
817;SOIL AND WATER SUPERVISOR DISTRICT 2;58;KELLY L. OSTERDYK                              ;NP;47;47;9057;99.47
818;SOIL AND WATER SUPERVISOR DISTRICT 2;58;WRITE IN                                       ;WI;47;47;48;0.53
819;SOIL AND WATER SUPERVISOR DISTRICT 3;58;NORMAN NELSON                                  ;NP;47;47;8741;99.73
820;SOIL AND WATER SUPERVISOR DISTRICT 3;58;WRITE IN                                       ;WI;47;47;24;0.27
821;COUNTY QUESTION 1;59;YES                                            ;NP;22;22;2844;59.26
822;COUNTY QUESTION 1;59;NO                                             ;NP;22;22;1955;40.74
823;COUNTY QUESTION 2;59;YES                                            ;NP;22;22;2617;54.88
824;COUNTY QUESTION 2;59;NO                                             ;NP;22;22;2152;45.12
825;COUNTY COMMISSIONER DISTRICT 1;59;ROBERT WEETS                                   ;NP;22;22;513;54.23
826;COUNTY COMMISSIONER DISTRICT 1;59;ERIC JAMES PETERSEN                            ;NP;22;22;431;45.56
827;COUNTY COMMISSIONER DISTRICT 1;59;WRITE IN                                       ;WI;22;22;2;0.21
828;COUNTY COMMISSIONER DISTRICT 3;59;MARVIN TINKLENBERG                             ;NP;22;22;964;98.67
829;COUNTY COMMISSIONER DISTRICT 3;59;WRITE IN                                       ;WI;22;22;13;1.33
830;COUNTY COMMISSIONER DISTRICT 5;59;HARRY L. HANSEN                                ;NP;22;22;350;42.68
831;COUNTY COMMISSIONER DISTRICT 5;59;ERV PRIBYL                                     ;NP;22;22;465;56.71
832;COUNTY COMMISSIONER DISTRICT 5;59;WRITE IN                                       ;WI;22;22;5;0.61
833;SOIL AND WATER SUPERVISOR DISTRICT 1;59;CAL SPRONK                                     ;NP;22;22;4276;99.53
834;SOIL AND WATER SUPERVISOR DISTRICT 1;59;WRITE IN                                       ;WI;22;22;20;0.47
835;SOIL AND WATER SUPERVISOR DISTRICT 2;59;IAN CUNNINGHAM                                 ;NP;22;22;4210;99.46
836;SOIL AND WATER SUPERVISOR DISTRICT 2;59;WRITE IN                                       ;WI;22;22;23;0.54
837;SOIL AND WATER SUPERVISOR DISTRICT 3;59;ANNA MAE FRITZ                                 ;NP;22;22;4232;99.72
838;SOIL AND WATER SUPERVISOR DISTRICT 3;59;WRITE IN                                       ;WI;22;22;12;0.28
839;COUNTY COMMISSIONER DISTRICT 1;60;GERALD "JERRY" JACOBSON                        ;NP;82;82;1744;54.84
840;COUNTY COMMISSIONER DISTRICT 1;60;EUGENE "GENE" DUFAULT                          ;NP;82;82;1429;44.94
841;COUNTY COMMISSIONER DISTRICT 1;60;WRITE IN                                       ;WI;82;82;7;0.22
842;COUNTY COMMISSIONER DISTRICT 3;60;BILL MONTAGUE                                  ;NP;82;82;1715;60.56
843;COUNTY COMMISSIONER DISTRICT 3;60;DON DIEDRICH                                   ;NP;82;82;1107;39.09
844;COUNTY COMMISSIONER DISTRICT 3;60;WRITE IN                                       ;WI;82;82;10;0.35
845;COUNTY COMMISSIONER DISTRICT 5;60;EUGENE "JEEP" MATTSON                          ;NP;82;82;1183;58.3
846;COUNTY COMMISSIONER DISTRICT 5;60;HENRY VASEK                                    ;NP;82;82;842;41.5
847;COUNTY COMMISSIONER DISTRICT 5;60;WRITE IN                                       ;WI;82;82;4;0.2
848;SOIL AND WATER SUPERVISOR DISTRICT 3;60;AL BAUER                                       ;NP;82;82;3788;99.61
849;SOIL AND WATER SUPERVISOR DISTRICT 3;60;WRITE IN                                       ;WI;82;82;15;0.39
850;SOIL AND WATER SUPERVISOR DISTRICT 4;60;WALLACE E. OLSON                               ;NP;82;82;3681;99.73
851;SOIL AND WATER SUPERVISOR DISTRICT 4;60;WRITE IN                                       ;WI;82;82;10;0.27
852;SOIL AND WATER SUPERVISOR DISTRICT 5;60;LAWRENCE P. VETTLESON                          ;NP;82;82;3621;99.45
853;SOIL AND WATER SUPERVISOR DISTRICT 5;60;WRITE IN                                       ;WI;82;82;20;0.55
854;SOIL AND WATER SUPERVISOR DISTRICT 2;60;DALE PETERSON                                  ;NP;82;82;8474;99.6
855;SOIL AND WATER SUPERVISOR DISTRICT 2;60;WRITE IN                                       ;WI;82;82;34;0.4
856;SOIL AND WATER SUPERVISOR DISTRICT 4;60;RUSS SEVERSON                                  ;NP;82;82;8442;99.72
857;SOIL AND WATER SUPERVISOR DISTRICT 4;60;WRITE IN                                       ;WI;82;82;24;0.28
858;SOIL AND WATER SUPERVISOR DISTRICT 5;60;PHIL HAMRE                                     ;NP;82;82;8398;99.7
859;SOIL AND WATER SUPERVISOR DISTRICT 5;60;WRITE IN                                       ;WI;82;82;25;0.3
860;COUNTY COMMISSIONER DISTRICT 1;61;IVER AAL                                       ;NP;30;30;612;42.59
861;COUNTY COMMISSIONER DISTRICT 1;61;LARRY KITTELSON                                ;NP;30;30;821;57.13
862;COUNTY COMMISSIONER DISTRICT 1;61;WRITE IN                                       ;WI;30;30;4;0.28
863;COUNTY COMMISSIONER DISTRICT 3;61;JERRY FETTIG                                   ;NP;30;30;536;45.66
864;COUNTY COMMISSIONER DISTRICT 3;61;EVERELL J. BARSNESS                            ;NP;30;30;636;54.17
865;COUNTY COMMISSIONER DISTRICT 3;61;WRITE IN                                       ;WI;30;30;2;0.17
866;COUNTY COMMISSIONER DISTRICT 4;61;KEITH NAIG                                     ;NP;30;30;553;54.54
867;COUNTY COMMISSIONER DISTRICT 4;61;ARNE E. STOEN                                  ;NP;30;30;459;45.27
868;COUNTY COMMISSIONER DISTRICT 4;61;WRITE IN                                       ;WI;30;30;2;0.2
869;SOIL AND WATER SUPERVISOR DISTRICT 5;61;D. GARY REENTS                                 ;NP;30;30;5171;99.67
870;SOIL AND WATER SUPERVISOR DISTRICT 5;61;WRITE IN                                       ;WI;30;30;17;0.33
871;COUNTY QUESTION 1;62;YES                                            ;NP;177;178;152536;71.49
872;COUNTY QUESTION 1;62;NO                                             ;NP;177;178;60829;28.51
873;COUNTY QUESTION 2;62;YES                                            ;NP;177;178;155844;76.15
874;COUNTY QUESTION 2;62;NO                                             ;NP;177;178;48814;23.85
875;COUNTY COMMISSIONER DISTRICT 1;62;TONY L. BENNETT                                ;NP;177;178;24484;69.08
876;COUNTY COMMISSIONER DISTRICT 1;62;DAVID L CHRISTIANSON                           ;NP;177;178;10806;30.49
877;COUNTY COMMISSIONER DISTRICT 1;62;WRITE IN                                       ;WI;177;178;152;0.43
878;COUNTY COMMISSIONER DISTRICT 2;62;JAN WIESSNER                                   ;NP;177;178;27594;98.64
879;COUNTY COMMISSIONER DISTRICT 2;62;WRITE IN                                       ;WI;177;178;380;1.36
880;COUNTY COMMISSIONER DISTRICT 6;62;STEVE TRIMBLE                                  ;NP;177;178;11315;49.15
881;COUNTY COMMISSIONER DISTRICT 6;62;JIM MCDONOUGH                                  ;NP;177;178;11505;49.98
882;COUNTY COMMISSIONER DISTRICT 6;62;WRITE IN                                       ;WI;177;178;200;0.87
883;COUNTY COMMISSIONER DISTRICT 7;62;JAN STEINER                                    ;NP;177;178;11485;36.26
884;COUNTY COMMISSIONER DISTRICT 7;62;VICTORIA A REINHARDT                           ;NP;177;178;20006;63.16
885;COUNTY COMMISSIONER DISTRICT 7;62;WRITE IN                                       ;WI;177;178;183;0.58
886;SOIL AND WATER SUPERVISOR DISTRICT 2;62;THOMAS M LAGESON                               ;NP;177;178;60655;37.35
887;SOIL AND WATER SUPERVISOR DISTRICT 2;62;INGRID BJORKLUND                               ;NP;177;178;100266;61.75
888;SOIL AND WATER SUPERVISOR DISTRICT 2;62;WRITE IN                                       ;WI;177;178;1460;0.9
889;SOIL AND WATER SUPERVISOR DISTRICT 3;62;GEORGE E. JOHNSON                              ;NP;177;178;20908;13.62
890;SOIL AND WATER SUPERVISOR DISTRICT 3;62;STEVE PETERSON                                 ;NP;177;178;34085;22.2
891;SOIL AND WATER SUPERVISOR DISTRICT 3;62;ROBERT E JOHNSON                               ;NP;177;178;28711;18.7
892;SOIL AND WATER SUPERVISOR DISTRICT 3;62;MARJORIE (MARJ) EBENSTEINER                    ;NP;177;178;68261;44.47
893;SOIL AND WATER SUPERVISOR DISTRICT 3;62;WRITE IN                                       ;WI;177;178;1537;1
894;SOIL AND WATER SUPERVISOR DISTRICT 5;62;JOE FOX                                        ;NP;177;178;144911;98.16
895;SOIL AND WATER SUPERVISOR DISTRICT 5;62;WRITE IN                                       ;WI;177;178;2717;1.84
896;COUNTY COMMISSIONER DISTRICT 2;63;GEORGE DEROSIER                                ;NP;21;21;361;97.04
897;COUNTY COMMISSIONER DISTRICT 2;63;WRITE IN                                       ;WI;21;21;11;2.96
898;COUNTY COMMISSIONER DISTRICT 4;63;VELMA OAKLAND                                  ;NP;21;21;315;68.18
899;COUNTY COMMISSIONER DISTRICT 4;63;ROBERT  A. PHILION                             ;NP;21;21;147;31.82
900;COUNTY COMMISSIONER DISTRICT 4;63;WRITE IN                                       ;WI;21;21;0;0
901;SOIL AND WATER SUPERVISOR DISTRICT 3;63;LESLIE HOFSTAD                                 ;NP;21;21;1804;99.39
902;SOIL AND WATER SUPERVISOR DISTRICT 3;63;WRITE IN                                       ;WI;21;21;11;0.61
903;SOIL AND WATER SUPERVISOR DISTRICT 4;63;RONALD WEISS                                   ;NP;21;21;1833;99.95
904;SOIL AND WATER SUPERVISOR DISTRICT 4;63;WRITE IN                                       ;WI;21;21;1;0.05
905;SOIL AND WATER SUPERVISOR DISTRICT 5;63;WRITE IN                                       ;WI;21;21;85;100
906;COUNTY COMMISSIONER DISTRICT 1;64;BRIAN KLETSCHER                                ;NP;43;43;1293;100
907;COUNTY COMMISSIONER DISTRICT 1;64;WRITE IN                                       ;WI;43;43;0;0
908;COUNTY COMMISSIONER DISTRICT 3;64;JOSEPH SCHOUVIELLER                            ;NP;43;43;1248;100
909;COUNTY COMMISSIONER DISTRICT 3;64;WRITE IN                                       ;WI;43;43;0;0
910;COUNTY COMMISSIONER DISTRICT 5;64;CHARLIE CHMELAR                                ;NP;43;43;736;45.8
911;COUNTY COMMISSIONER DISTRICT 5;64;EUGENE SHORT                                   ;NP;43;43;871;54.2
912;COUNTY COMMISSIONER DISTRICT 5;64;WRITE IN                                       ;WI;43;43;0;0
913;SOIL AND WATER SUPERVISOR DISTRICT 2;64;DAVID A GEIS                                   ;NP;43;43;6221;100
914;SOIL AND WATER SUPERVISOR DISTRICT 2;64;WRITE IN                                       ;WI;43;43;0;0
915;SOIL AND WATER SUPERVISOR DISTRICT 3;64;RALPH HEILING                                  ;NP;43;43;6567;100
916;SOIL AND WATER SUPERVISOR DISTRICT 3;64;WRITE IN                                       ;WI;43;43;0;0
917;SOIL AND WATER SUPERVISOR DISTRICT 4;64;TOM DAUB                                       ;NP;43;43;6396;100
918;SOIL AND WATER SUPERVISOR DISTRICT 4;64;WRITE IN                                       ;WI;43;43;0;0
919;COUNTY COMMISSIONER DISTRICT 1;65;LEA DOBBERSTEIN                                ;NP;37;37;644;40.5
920;COUNTY COMMISSIONER DISTRICT 1;65;RALPH G NOVOTNY                                ;NP;37;37;944;59.37
921;COUNTY COMMISSIONER DISTRICT 1;65;WRITE IN                                       ;WI;37;37;2;0.13
922;COUNTY COMMISSIONER DISTRICT 5;65;GALE DAHLAGER                                  ;NP;37;37;1498;99.07
923;COUNTY COMMISSIONER DISTRICT 5;65;WRITE IN                                       ;WI;37;37;14;0.93
924;SOIL AND WATER SUPERVISOR DISTRICT 1;65;JAMES O SCHAFER                                ;NP;37;37;7128;99.46
925;SOIL AND WATER SUPERVISOR DISTRICT 1;65;WRITE IN                                       ;WI;37;37;39;0.54
926;SOIL AND WATER SUPERVISOR DISTRICT 2;65;BILL RADERMACHER                               ;NP;37;37;6941;99.7
927;SOIL AND WATER SUPERVISOR DISTRICT 2;65;WRITE IN                                       ;WI;37;37;21;0.3
928;SOIL AND WATER SUPERVISOR DISTRICT 5;65;LOYAL FISHER                                   ;NP;37;37;6869;99.7
929;SOIL AND WATER SUPERVISOR DISTRICT 5;65;WRITE IN                                       ;WI;37;37;21;0.3
930;COUNTY COMMISSIONER DISTRICT 1;66;MILTON PLAISANCE                               ;NP;33;33;3845;97.84
931;COUNTY COMMISSIONER DISTRICT 1;66;WRITE IN                                       ;WI;33;33;85;2.16
932;COUNTY COMMISSIONER DISTRICT 3;66;DONALD T. OLSON                                ;NP;33;33;3491;98.87
933;COUNTY COMMISSIONER DISTRICT 3;66;WRITE IN                                       ;WI;33;33;40;1.13
934;COUNTY COMMISSIONER DISTRICT 5;66;MARYBETH A. ROGERS                             ;NP;33;33;3061;56.1
935;COUNTY COMMISSIONER DISTRICT 5;66;ROSS E. NELSON                                 ;NP;33;33;2376;43.55
936;COUNTY COMMISSIONER DISTRICT 5;66;WRITE IN                                       ;WI;33;33;19;0.35
937;SOIL AND WATER SUPERVISOR DISTRICT 1;66;ROBERT L. DUBAN                                ;NP;33;33;7576;40.24
938;SOIL AND WATER SUPERVISOR DISTRICT 1;66;MARK SIMON                                     ;NP;33;33;6485;34.45
939;SOIL AND WATER SUPERVISOR DISTRICT 1;66;EDWARD OLSON                                   ;NP;33;33;4657;24.74
940;SOIL AND WATER SUPERVISOR DISTRICT 1;66;WRITE IN                                       ;WI;33;33;109;0.58
941;SOIL AND WATER SUPERVISOR DISTRICT 2;66;JERRY L. COURSON                               ;NP;33;33;18285;99.2
942;SOIL AND WATER SUPERVISOR DISTRICT 2;66;WRITE IN                                       ;WI;33;33;147;0.8
943;SOIL AND WATER SUPERVISOR DISTRICT 4;66;GARY WAGENBACH                                 ;NP;33;33;18756;99.31
944;SOIL AND WATER SUPERVISOR DISTRICT 4;66;WRITE IN                                       ;WI;33;33;130;0.69
945;COUNTY QUESTION 1;67;YES                                            ;NP;24;24;2364;48.44
946;COUNTY QUESTION 1;67;NO                                             ;NP;24;24;2516;51.56
947;COUNTY COMMISSIONER DISTRICT 1;67;KENNETH HOIME                                  ;NP;24;24;839;99.17
948;COUNTY COMMISSIONER DISTRICT 1;67;WRITE IN                                       ;WI;24;24;7;0.83
949;COUNTY COMMISSIONER DISTRICT 3;67;RON BOYENGA                                    ;NP;24;24;976;98.19
950;COUNTY COMMISSIONER DISTRICT 3;67;WRITE IN                                       ;WI;24;24;18;1.81
951;COUNTY COMMISSIONER DISTRICT 4;67;ROBERT (BOB) JARCHOW                           ;NP;24;24;1163;99.23
952;COUNTY COMMISSIONER DISTRICT 4;67;WRITE IN                                       ;WI;24;24;9;0.77
953;SOIL AND WATER SUPERVISOR DISTRICT 1;67;GENE CRAGOE                                    ;NP;24;24;4555;99.5
954;SOIL AND WATER SUPERVISOR DISTRICT 1;67;WRITE IN                                       ;WI;24;24;23;0.5
955;SOIL AND WATER SUPERVISOR DISTRICT 3;67;JOHN HERONIMUS                                 ;NP;24;24;1729;37.9
956;SOIL AND WATER SUPERVISOR DISTRICT 3;67;NORMAN OVERGAARD                               ;NP;24;24;2830;62.03
957;SOIL AND WATER SUPERVISOR DISTRICT 3;67;WRITE IN                                       ;WI;24;24;3;0.07
958;SOIL AND WATER SUPERVISOR DISTRICT 4;67;ALAN LEUTHOLD                                  ;NP;24;24;4433;99.77
959;SOIL AND WATER SUPERVISOR DISTRICT 4;67;WRITE IN                                       ;WI;24;24;10;0.23
960;COUNTY COMMISSIONER DISTRICT 2;68;JOHN C STONE                                   ;NP;44;44;1385;97.88
961;COUNTY COMMISSIONER DISTRICT 2;68;WRITE IN                                       ;WI;44;44;30;2.12
962;COUNTY COMMISSIONER DISTRICT 4;68;RUSSELL WALKER                                 ;NP;44;44;1151;97.87
963;COUNTY COMMISSIONER DISTRICT 4;68;WRITE IN                                       ;WI;44;44;25;2.13
964;SOIL AND WATER SUPERVISOR DISTRICT 1;68;JAY S ESTLING, JR.                             ;NP;44;44;6113;99.69
965;SOIL AND WATER SUPERVISOR DISTRICT 1;68;WRITE IN                                       ;WI;44;44;19;0.31
966;SOIL AND WATER SUPERVISOR DISTRICT 2;68;WARREN ULVIN                                   ;NP;44;44;5958;99.83
967;SOIL AND WATER SUPERVISOR DISTRICT 2;68;WRITE IN                                       ;WI;44;44;10;0.17
968;SOIL AND WATER SUPERVISOR DISTRICT 5;68;GLENN C DARST                                  ;NP;44;44;5942;99.71
969;SOIL AND WATER SUPERVISOR DISTRICT 5;68;WRITE IN                                       ;WI;44;44;17;0.29
970;COUNTY COMMISSIONER DISTRICT 1;69;DENNIS E FINK                                  ;NP;186;187;7099;57.52
971;COUNTY COMMISSIONER DISTRICT 1;69;WILL MATTSON                                   ;NP;186;187;5150;41.73
972;COUNTY COMMISSIONER DISTRICT 1;69;WRITE IN                                       ;WI;186;187;93;0.75
973;COUNTY COMMISSIONER DISTRICT 3;69;BILL KRON                                      ;NP;186;187;11249;98.34
974;COUNTY COMMISSIONER DISTRICT 3;69;WRITE IN                                       ;WI;186;187;190;1.66
975;COUNTY COMMISSIONER DISTRICT 5;69;PEG SWEENEY                                    ;NP;186;187;8911;53.76
976;COUNTY COMMISSIONER DISTRICT 5;69;JOHN LUKAN                                     ;NP;186;187;7633;46.05
977;COUNTY COMMISSIONER DISTRICT 5;69;WRITE IN                                       ;WI;186;187;32;0.19
978;COUNTY COMMISSIONER DISTRICT 7;69;STEVE RAUKAR                                   ;NP;186;187;8746;64.79
979;COUNTY COMMISSIONER DISTRICT 7;69;MARK CASEY                                     ;NP;186;187;4719;34.96
980;COUNTY COMMISSIONER DISTRICT 7;69;WRITE IN                                       ;WI;186;187;33;0.24
981;SOIL AND WATER SUPERVISOR DISTRICT 2;69;RAY BUSCH                                      ;NP;186;187;32582;99.03
982;SOIL AND WATER SUPERVISOR DISTRICT 2;69;WRITE IN                                       ;WI;186;187;318;0.97
983;SOIL AND WATER SUPERVISOR DISTRICT 4;69;WRITE IN                                       ;WI;186;187;3609;100
984;SOIL AND WATER SUPERVISOR DISTRICT 5;69;SHARON CHADWICK                                ;NP;186;187;31544;99.14
985;SOIL AND WATER SUPERVISOR DISTRICT 5;69;WRITE IN                                       ;WI;186;187;273;0.86
986;SOIL AND WATER SUPERVISOR DISTRICT 1;69;HARTLEY SANDSTROM                              ;NP;186;187;44986;98.24
987;SOIL AND WATER SUPERVISOR DISTRICT 1;69;WRITE IN                                       ;WI;186;187;805;1.76
988;SOIL AND WATER SUPERVISOR DISTRICT 3;69;WRITE IN                                       ;WI;186;187;4688;100
989;SOIL AND WATER SUPERVISOR DISTRICT 4;69;GEORGE E HOST                                  ;NP;186;187;17070;41.69
990;SOIL AND WATER SUPERVISOR DISTRICT 4;69;DAVID T DAVIS                                  ;NP;186;187;23300;56.91
991;SOIL AND WATER SUPERVISOR DISTRICT 4;69;WRITE IN                                       ;WI;186;187;571;1.39
992;COUNTY COMMISSIONER DISTRICT 2;70;DALLAS BOHNSACK                                ;NP;40;40;5869;98.39
993;COUNTY COMMISSIONER DISTRICT 2;70;WRITE IN                                       ;WI;40;40;96;1.61
994;COUNTY COMMISSIONER DISTRICT 4;70;BARBARA MARSCHALL                              ;NP;40;40;6422;98.65
995;COUNTY COMMISSIONER DISTRICT 4;70;WRITE IN                                       ;WI;40;40;88;1.35
996;COUNTY COMMISSIONER DISTRICT 5;70;JON ULRICH                                     ;NP;40;40;5502;51.33
997;COUNTY COMMISSIONER DISTRICT 5;70;TOM WOLF                                       ;NP;40;40;5158;48.12
998;COUNTY COMMISSIONER DISTRICT 5;70;WRITE IN                                       ;WI;40;40;59;0.55
999;SOIL AND WATER SUPERVISOR DISTRICT 1;70;EWALD GRUETZMACHER                             ;NP;40;40;32713;98.99
1000;SOIL AND WATER SUPERVISOR DISTRICT 1;70;WRITE IN                                       ;WI;40;40;333;1.01
1001;SOIL AND WATER SUPERVISOR DISTRICT 2;70;JOHN F BISEK                                   ;NP;40;40;32589;99.21
1002;SOIL AND WATER SUPERVISOR DISTRICT 2;70;WRITE IN                                       ;WI;40;40;259;0.79
1003;SOIL AND WATER SUPERVISOR DISTRICT 3;70;PAUL E. KRUEGER                                ;NP;40;40;32404;99.22
1004;SOIL AND WATER SUPERVISOR DISTRICT 3;70;WRITE IN                                       ;WI;40;40;255;0.78
1005;COUNTY COMMISSIONER DISTRICT 1;71;ARNE ENGSTROM                                  ;NP;29;29;4482;98.98
1006;COUNTY COMMISSIONER DISTRICT 1;71;WRITE IN                                       ;WI;29;29;46;1.02
1007;COUNTY COMMISSIONER DISTRICT 3;71;RAY FRIEDL                                     ;NP;29;29;3529;98.71
1008;COUNTY COMMISSIONER DISTRICT 3;71;WRITE IN                                       ;WI;29;29;46;1.29
1009;COUNTY COMMISSIONER DISTRICT 5;71;LARRY THORESON                                 ;NP;29;29;2468;41.57
1010;COUNTY COMMISSIONER DISTRICT 5;71;RACHEL S. LEONARD                              ;NP;29;29;3448;58.08
1011;COUNTY COMMISSIONER DISTRICT 5;71;WRITE IN                                       ;WI;29;29;21;0.35
1012;SOIL AND WATER SUPERVISOR DISTRICT 1;71;EMMA K HOLZEM                                  ;NP;29;29;22720;99.27
1013;SOIL AND WATER SUPERVISOR DISTRICT 1;71;WRITE IN                                       ;WI;29;29;166;0.73
1014;SOIL AND WATER SUPERVISOR DISTRICT 3;71;LARRY GOENNER                                  ;NP;29;29;22556;99.34
1015;SOIL AND WATER SUPERVISOR DISTRICT 3;71;WRITE IN                                       ;WI;29;29;149;0.66
1016;SOIL AND WATER SUPERVISOR DISTRICT 5;71;ROGER J NELSON                                 ;NP;29;29;22331;99.33
1017;SOIL AND WATER SUPERVISOR DISTRICT 5;71;WRITE IN                                       ;WI;29;29;150;0.67
1018;COUNTY COMMISSIONER DISTRICT 1;72;WILLIAM "BILL" HARJES, JR.                     ;NP;24;24;1359;98.19
1019;COUNTY COMMISSIONER DISTRICT 1;72;WRITE IN                                       ;WI;24;24;25;1.81
1020;COUNTY COMMISSIONER DISTRICT 3;72;LEO BAUER                                      ;NP;24;24;1232;98.32
1021;COUNTY COMMISSIONER DISTRICT 3;72;WRITE IN                                       ;WI;24;24;21;1.68
1022;COUNTY COMMISSIONER DISTRICT 4;72;WILBUR H ADEMA                                 ;NP;24;24;364;25.07
1023;COUNTY COMMISSIONER DISTRICT 4;72;CHARLIE WOEHLER                                ;NP;24;24;1088;74.93
1024;COUNTY COMMISSIONER DISTRICT 4;72;WRITE IN                                       ;WI;24;24;0;0
1025;SOIL AND WATER SUPERVISOR DISTRICT 3;72;GARY SCHAFER                                   ;NP;24;24;6216;99.36
1026;SOIL AND WATER SUPERVISOR DISTRICT 3;72;WRITE IN                                       ;WI;24;24;40;0.64
